Event ID,Date Event Began,Time Event Began,Date of Restoration,Time of Restoration,Geographic Areas,NERC Region,Event Type,Alert Criteria,Demand Loss (MW),Number of Customers Affected,Number of Fatalities,Number of Injuries,Estimated Cost,oe417_source_year,oe417_source_sheet
OE417-2020-0325,10/26/2020,11:24:00,10/27/2020,16:43:00,"California: Los Angeles County, Riverside County, San Bernardino County, Orange County, Kern County, Ventura County;",WECC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,136833,,,,2020,2020
OE417-2020-0326,10/26/2020,09:28:00,10/26/2020,12:20:00,Colorado:,WECC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",75,13000,,,,2020,2020
OE417-2020-0327,10/26/2020,10:00:00,10/26/2020,10:15:00,Kentucky:,SERC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,64,0,,,,2020,2020
OE417-2020-0328,10/27/2020,17:50:00,Unknown,Unknown,Oklahoma:,SPP RE,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,235000,,,,2020,2020
OE417-2020-0329,10/28/2020,21:37:00,11/02/2020,19:30:00,Alabama: Florida: Mississippi: Georgia:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",253,35478,,,,2020,2020
OE417-2020-0330,10/28/2020,18:00:00,10/29/2020,01:15:00,Louisiana:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,481268,,,,2020,2020
OE417-2020-0331,10/28/2020,11:53:00,10/28/2020,15:26:00,Texas:,TRE,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",Unknown,Unknown,,,,2020,2020
OE417-2020-0332,10/28/2020,10:28:00,10/28/2020,10:29:00,Texas:,TRE,Severe Weather; Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Electrical System Separation (Islanding) where part or parts of power grid remain(s) operational in an otherwise blacked out area or within the partial failure of an integrated electrical system.,Unknown,Unknown,,,,2020,2020
OE417-2020-0333,10/28/2020,17:12:00,10/29/2020,16:30:00,"Louisiana: St. Tammany Parish, St. Mary Parish;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,72707,,,,2020,2020
OE417-2020-0334,10/29/2020,08:15:00,10/31/2020,18:45:00,North Carolina: South Carolina:,SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,461580,,,,2020,2020
OE417-2020-0335,10/29/2020,11:58:00,10/29/2020,13:10:00,Maine:,NPCC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0336,10/29/2020,02:00:00,10/31/2020,09:00:00,"Alabama: Baldwin County, Butler County, Clarke County, Conecuh County, Escambia County, Lee County, Lowndes County, Macon County, Montgomery County, Pike County, Russell County, Tallapoosa County, Talladega County, Washington County, Monroe County; Florida: Escambia County, Okaloosa County, Walton County, Santa Rosa County;",SERC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",0,90000,,,,2020,2020
OE417-2020-0337,11/01/2020,18:00:00,11/01/2020,18:09:00,Ohio:,RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,85677,,,,2020,2020
OE417-2020-0338,11/01/2020,12:31:00,11/01/2020,12:35:00,California: Placer County;,WECC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2020,2020
OE417-2020-0339,11/02/2020,11:12:00,11/02/2020,11:21:00,Florida:,FRCC,"Suspicious Activity; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",0,0,,,,2020,2020
OE417-2020-0340,11/07/2020,17:40:00,11/07/2020,22:10:00,Colorado:,WECC,"Transmission Interruption; Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).","Unexpected Transmission loss within its area, contrary to design, of three or more Bulk Electric System Facilities caused by a common disturbance (excluding successful automatic reclosing).",0,0,,,,2020,2020
OE417-2020-0341,11/09/2020,12:00:00,11/10/2020,09:45:00,New Hampshire: Coos County;,NPCC,Vandalism; Damage or destruction of its Facility that results from actual or suspected intentional human action.,Damage or destruction of its Facility that results from actual or suspected intentional human action.,0,0,,,,2020,2020
OE417-2020-0342,11/10/2020,10:42:00,11/10/2020,12:45:00,Arizona: Maricopa County;,WECC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0343,11/13/2020,00:20:00,11/13/2020,08:00:00,Washington: Snohomish County;,WECC,System Operations; Cyber event that could potentially impact electric power system adequacy or reliability.,Cyber event that could potentially impact electric power system adequacy or reliability.,0,0,,,,2020,2020
OE417-2020-0344,11/14/2020,07:40:00,Unknown,Unknown,California: San Bernardino County;,WECC,Fuel Supply Deficiency; Fuel supply emergencies that could impact electric power system adequacy or reliability.,Fuel supply emergencies that could impact electric power system adequacy or reliability.,0,0,,,,2020,2020
OE417-2020-0345,11/15/2020,15:08:00,11/15/2020,22:30:00,Ohio:,RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,123361,,,,2020,2020
OE417-2020-0346,11/15/2020,14:52:00,11/16/2020,05:59:00,Ohio:,RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,96809,,,,2020,2020
OE417-2020-0347,11/15/2020,12:30:00,11/18/2020,09:44:00,"Michigan: Huron County, Livingston County, Macomb County, Monroe County, Wayne County, Washtenaw County, Tuscola County, St. Clair County, Lapeer County, Oakland County;",RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,150000,,,,2020,2020
OE417-2020-0348,11/15/2020,15:37:00,11/17/2020,12:15:00,"Michigan: Iosco County, Oscoda County, Ogemaw County, Livingston County, Ionia County, Barry County;",RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,57327,,,,2020,2020
OE417-2020-0349,11/15/2020,23:05:00,11/16/2020,05:00:00,Connecticut: Massachusetts: Maine: New Hampshire: Rhode Island: Vermont:,NPCC,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,62408,,,,2020,2020
OE417-2020-0350,11/15/2020,11:30:00,11/16/2020,03:25:00,Ohio: West Virginia: Virginia: Indiana:,RF,"Severe Weather; Loss of electric service to more than 50,000 customers for 1 hour or more.","Loss of electric service to more than 50,000 customers for 1 hour or more.",Unknown,75000,,,,2020,2020
OE417-2020-0351,11/18/2020,08:30:00,11/18/2020,10:50:00,Missouri: Jackson County;,SERC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0352,11/18/2020,10:20:00,11/18/2020,11:18:00,Maine:,NPCC,System Operations; Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,Complete loss of monitoring or control capability at its staffed Bulk Electric System control center for 30 continuous minutes or more.,0,0,,,,2020,2020
OE417-2020-0353,11/20/2020,09:10:00,11/20/2020,09:22:00,Texas: Kentucky: Arizona: New Mexico: Oregon: Washington:,TRE,System Operations; Cyber event that causes interruptions of electrical system operations.,Cyber event that causes interruptions of electrical system operations.,0,Unknown,,,,2020,2020
OE417-2020-0354,11/21/2020,11:59:00,11/21/2020,12:59:00,Nevada: Clark County;,WECC,"Actual Physical Attack; Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.","Physical threat to its Facility excluding weather or natural disaster related threats, which has the potential to degrade the normal operation of the Facility. Or suspicious device or activity at its Facility.",21,577,,,,2020,2020
